amount,hour_of_day,day_of_week,merchant_category,country,device_type,is_foreign_transaction,distance_from_home_km,num_transactions_last_24h,avg_transaction_amount_30d,account_age_days,is_new_device,card_present,is_fraud,transaction_id
101.95,16,3,healthcare,DE,mobile_app,1,25.66,4,91.6,2036,0,0,0,TXN110984
113.68,20,3,travel,US,web_chrome,0,11.29,4,32.04,2893,0,0,0,TXN110985
18.31,16,0,fuel,IN,web_safari,1,23.89,0,60.22,72,0,0,0,TXN110986
27.46,19,5,entertainment,FR,mobile_app,1,25.64,0,7.6,619,0,1,0,TXN110987
60.82,6,0,grocery,NG,web_safari,1,56.71,2,92.29,241,0,1,0,TXN110988
87.05,9,2,travel,US,web_safari,0,17.53,2,65.62,735,0,1,0,TXN110989
123.7,10,5,healthcare,GB,web_chrome,1,0.08,3,87.55,2401,0,1,0,TXN110990
105.83,22,5,entertainment,CA,mobile_app,1,27.23,3,93.94,2533,0,1,0,TXN110991
96.55,12,4,jewelry,CA,pos_terminal,1,7.4,2,72.61,1097,0,0,0,TXN110992
30.44,12,1,online_retail,DE,pos_terminal,1,1.96,2,69.79,2705,0,1,0,TXN110993
39.38,11,3,restaurant,AU,mobile_app,1,20.78,3,47.53,2500,0,1,0,TXN110994
45.49,16,3,fuel,US,web_safari,0,22.66,0,47.61,1028,0,1,0,TXN110995
109.67,10,6,online_retail,FR,mobile_app,1,4.0,1,118.45,2832,0,0,0,TXN110996
51.67,16,3,travel,US,mobile_app,0,29.46,3,100.75,1316,0,1,0,TXN110997
55.68,13,0,grocery,US,mobile_app,0,36.03,2,77.28,649,0,1,0,TXN110998
87.59,19,5,grocery,CA,mobile_app,1,42.55,1,103.75,2254,0,1,0,TXN110999
61.95,22,5,fuel,US,web_chrome,0,14.12,1,54.44,2750,1,1,0,TXN111000
152.4,17,1,travel,US,mobile_app,0,49.72,1,98.48,525,0,1,0,TXN111001
58.33,12,1,electronics,US,web_chrome,0,8.18,0,124.96,893,0,1,0,TXN111002
180.8,15,5,healthcare,GB,web_chrome,1,1.41,4,36.07,654,0,1,0,TXN111003
103.96,8,5,utilities,US,mobile_app,0,28.19,3,54.12,1565,0,0,0,TXN111004
65.96,21,0,electronics,FR,mobile_app,1,13.46,2,105.05,1583,0,0,0,TXN111005
53.77,10,6,travel,US,web_chrome,0,48.47,2,101.1,353,0,1,0,TXN111006
13.29,12,2,healthcare,US,mobile_app,0,5.88,0,89.76,1824,0,0,0,TXN111007
106.07,20,2,electronics,US,mobile_app,0,35.71,2,118.68,1422,1,0,0,TXN111008
93.43,10,1,entertainment,CA,pos_terminal,1,23.67,3,50.88,1247,0,0,0,TXN111009
6.0,14,0,utilities,US,mobile_app,0,0.44,5,79.41,1370,0,1,0,TXN111010
86.15,12,6,grocery,US,mobile_app,0,18.87,1,101.65,1202,0,0,0,TXN111011
48.71,19,6,utilities,SG,pos_terminal,1,16.32,2,102.9,1782,0,0,0,TXN111012
31.63,15,2,jewelry,US,web_safari,0,3.84,1,85.36,2323,0,0,0,TXN111013
120.63,12,5,online_retail,US,atm,0,28.77,0,80.59,1217,0,0,0,TXN111014
13.5,20,2,fuel,US,mobile_app,0,8.76,3,115.13,1511,0,1,0,TXN111015
39.46,14,2,utilities,US,mobile_app,0,10.06,0,23.51,1673,0,1,0,TXN111016
50.21,5,1,online_retail,DE,web_safari,1,13.63,6,94.15,1940,0,1,0,TXN111017
9.63,18,0,healthcare,US,mobile_app,0,2.21,4,44.51,125,0,1,0,TXN111018
144.41,15,1,restaurant,US,mobile_app,0,22.62,0,88.29,1405,0,0,0,TXN111019
94.26,13,4,electronics,US,mobile_app,0,33.72,4,53.43,1574,0,0,0,TXN111020
55.38,6,4,online_retail,SG,mobile_app,1,18.9,2,73.02,2485,0,1,0,TXN111021
165.64,6,1,jewelry,US,web_safari,0,4.75,3,36.11,351,1,0,0,TXN111022
57.72,11,3,fuel,US,mobile_app,0,21.1,1,114.34,345,0,0,0,TXN111023
71.95,6,3,online_retail,US,web_chrome,0,0.87,1,100.28,1173,0,1,0,TXN111024
48.48,17,5,online_retail,CA,mobile_app,1,22.91,2,84.28,1958,0,0,0,TXN111025
43.28,0,3,travel,US,mobile_app,0,16.9,3,109.19,359,0,0,0,TXN111026
39.24,4,4,electronics,US,mobile_app,0,34.26,2,79.67,2189,0,1,0,TXN111027
35.87,15,0,travel,NG,atm,1,14.25,2,45.33,1130,0,1,0,TXN111028
44.1,1,6,fuel,CA,mobile_app,1,3.44,0,89.41,893,0,1,0,TXN111029
86.74,14,6,online_retail,US,mobile_app,0,23.86,2,81.83,1302,0,0,0,TXN111030
123.05,9,4,grocery,US,mobile_app,0,23.67,1,69.89,2931,0,1,0,TXN111031
170.02,20,4,healthcare,US,mobile_app,0,13.45,3,128.99,2053,0,0,0,TXN111032
33.59,14,6,online_retail,US,mobile_app,0,1.44,2,69.27,1655,0,1,0,TXN111033
75.68,23,3,grocery,US,pos_terminal,0,0.49,2,101.29,1457,0,1,0,TXN111034
72.97,10,3,travel,US,mobile_app,0,5.47,1,45.3,546,0,1,0,TXN111035
13.93,11,1,utilities,US,mobile_app,0,17.99,3,55.24,2907,0,1,0,TXN111036
33.34,17,4,healthcare,US,web_chrome,0,39.12,2,52.48,1414,0,1,0,TXN111037
69.29,15,3,travel,US,mobile_app,0,19.87,3,101.95,2589,0,0,0,TXN111038
71.74,13,2,electronics,US,web_chrome,0,17.81,3,41.07,325,0,1,0,TXN111039
21.48,17,4,jewelry,US,web_safari,0,50.51,2,32.16,2498,0,1,0,TXN111040
40.05,18,6,restaurant,US,mobile_app,0,35.39,1,100.2,946,0,0,0,TXN111041
74.38,12,2,healthcare,US,web_chrome,0,18.03,2,98.13,269,0,1,0,TXN111042
344.28,11,2,fuel,DE,mobile_app,1,57.05,1,78.96,1752,0,1,0,TXN111043
14.45,10,3,restaurant,FR,web_safari,1,20.68,4,84.01,1876,0,0,0,TXN111044
59.19,17,3,jewelry,IN,web_chrome,1,14.49,0,15.69,2309,0,1,0,TXN111045
219.22,9,1,online_retail,US,web_chrome,0,62.21,4,53.34,1225,0,1,0,TXN111046
25.57,16,3,fuel,US,web_chrome,0,25.85,1,90.32,1042,0,0,0,TXN111047
286.76,18,1,fuel,US,mobile_app,0,3.5,1,47.02,672,0,0,0,TXN111048
129.1,14,1,restaurant,CA,mobile_app,1,7.27,3,91.16,635,0,0,0,TXN111049
136.6,19,4,electronics,US,web_chrome,0,17.63,2,99.59,2819,0,1,0,TXN111050
92.08,7,1,healthcare,GB,web_safari,1,14.85,3,64.16,2848,0,1,0,TXN111051
497.68,19,3,grocery,NG,atm,1,359.52,9,-12.92,2417,0,0,1,TXN111052
79.25,19,3,entertainment,GB,web_safari,1,15.65,3,98.89,2330,1,1,0,TXN111053
127.79,10,2,online_retail,US,mobile_app,0,29.95,1,76.68,339,0,1,0,TXN111054
100.93,14,5,travel,NG,mobile_app,1,9.66,3,87.49,2990,0,0,0,TXN111055
7.12,16,1,jewelry,AU,atm,1,7.2,1,81.08,1307,1,1,0,TXN111056
38.17,9,3,healthcare,GB,web_safari,1,9.25,1,83.24,1852,0,1,0,TXN111057
52.67,13,2,online_retail,AU,mobile_app,1,0.53,0,41.83,2454,0,1,0,TXN111058
104.64,7,2,travel,US,mobile_app,0,21.84,2,58.58,925,0,1,0,TXN111059
72.65,14,5,jewelry,US,web_chrome,0,0.27,4,101.74,2687,0,0,0,TXN111060
74.04,17,2,restaurant,GB,mobile_app,1,1.44,5,74.2,1666,0,1,0,TXN111061
95.83,8,0,online_retail,IN,mobile_app,1,9.24,0,92.05,590,0,0,0,TXN111062
31.4,9,2,grocery,US,web_chrome,0,41.35,1,45.74,313,0,1,0,TXN111063
14.76,11,6,utilities,BR,web_chrome,1,18.54,2,87.87,2555,0,1,0,TXN111064
62.37,16,5,fuel,US,mobile_app,0,46.99,3,83.85,531,0,0,0,TXN111065
56.09,12,6,travel,US,mobile_app,0,8.66,2,83.94,1960,0,0,0,TXN111066
107.29,11,1,utilities,US,web_safari,0,7.72,1,85.96,1515,0,0,0,TXN111067
74.61,17,4,grocery,US,mobile_app,0,16.14,1,73.13,2613,0,1,0,TXN111068
20.44,2,2,electronics,US,web_safari,0,21.24,3,66.44,2955,0,0,0,TXN111069
44.52,6,2,online_retail,US,web_chrome,0,32.53,0,67.66,204,0,1,0,TXN111070
196.34,13,4,entertainment,DE,web_chrome,1,25.36,2,133.02,748,0,1,0,TXN111071
61.28,17,3,restaurant,GB,web_chrome,1,33.83,2,104.36,349,0,0,0,TXN111072
77.38,11,4,jewelry,US,web_chrome,0,4.56,2,109.62,2622,0,1,0,TXN111073
58.95,9,3,restaurant,US,mobile_app,0,26.93,3,55.73,2938,0,1,0,TXN111074
35.07,13,2,grocery,US,mobile_app,0,16.18,2,47.48,317,1,0,0,TXN111075
113.43,7,0,fuel,US,web_safari,0,38.59,3,115.65,2414,0,0,0,TXN111076
30.32,19,6,entertainment,CA,mobile_app,1,15.14,2,73.16,1756,0,0,0,TXN111077
55.94,9,3,online_retail,US,mobile_app,0,23.0,3,102.03,452,0,1,0,TXN111078
59.01,0,4,travel,US,mobile_app,0,40.58,2,67.63,885,0,1,0,TXN111079
140.16,19,6,utilities,IN,mobile_app,1,48.16,1,66.78,1669,0,1,0,TXN111080
253.28,18,0,restaurant,US,mobile_app,0,14.56,4,86.88,2528,0,0,0,TXN111081
206.32,22,3,grocery,US,web_chrome,0,13.64,7,51.59,2372,0,1,0,TXN111082
166.38,18,5,jewelry,AU,web_chrome,1,1.83,1,66.52,1568,0,1,0,TXN111083
41.59,19,5,electronics,US,mobile_app,0,9.49,1,78.71,1127,0,0,0,TXN111084
18.95,14,3,restaurant,US,atm,0,33.04,2,52.35,1201,0,0,0,TXN111085
93.96,19,0,healthcare,US,pos_terminal,0,7.87,1,70.35,48,0,0,0,TXN111086
69.37,11,3,jewelry,US,web_chrome,0,33.67,0,40.38,170,1,1,0,TXN111087
83.8,12,4,entertainment,US,web_safari,0,82.72,3,86.96,2798,0,0,0,TXN111088
110.43,20,2,jewelry,US,mobile_app,0,23.68,2,91.77,1956,0,1,0,TXN111089
31.11,19,3,travel,US,web_chrome,0,18.23,2,59.41,1635,0,1,0,TXN111090
43.77,15,1,online_retail,IN,mobile_app,1,4.46,1,63.33,1296,0,1,0,TXN111091
45.41,20,2,fuel,US,web_safari,0,2.78,2,33.73,276,0,0,0,TXN111092
114.41,15,2,travel,GB,mobile_app,1,5.73,0,110.97,2350,0,0,0,TXN111093
79.97,17,4,restaurant,US,mobile_app,0,29.96,2,86.06,2041,0,0,0,TXN111094
111.62,22,5,travel,DE,web_chrome,1,11.8,3,77.57,1918,0,0,0,TXN111095
56.06,11,5,electronics,US,mobile_app,0,35.42,2,78.08,2936,0,0,0,TXN111096
84.97,19,2,travel,SG,mobile_app,1,0.63,2,58.53,2416,0,0,0,TXN111097
77.68,1,0,entertainment,GB,mobile_app,1,16.05,2,71.01,1000,0,0,0,TXN111098
80.75,20,1,healthcare,IN,mobile_app,1,14.94,2,88.51,2259,0,1,0,TXN111099
41.53,12,5,travel,US,web_chrome,0,38.42,1,88.35,1260,0,1,0,TXN111100
106.2,8,0,travel,GB,mobile_app,1,6.09,0,96.63,1958,0,1,0,TXN111101
94.18,2,1,grocery,US,web_chrome,0,10.23,0,39.79,520,0,1,0,TXN111102
90.96,18,6,online_retail,BR,mobile_app,1,6.48,1,165.28,1811,0,0,0,TXN111103
81.89,12,2,online_retail,US,web_chrome,0,13.23,3,96.3,2158,0,1,0,TXN111104
63.9,17,6,restaurant,DE,atm,1,15.54,1,86.91,348,0,0,0,TXN111105
53.16,10,0,travel,US,web_chrome,0,18.42,2,66.01,2693,0,1,0,TXN111106
170.24,18,0,restaurant,US,mobile_app,0,25.89,1,110.01,573,0,0,0,TXN111107
201.55,17,2,electronics,US,mobile_app,0,44.59,2,90.71,2432,0,1,0,TXN111108
133.5,6,1,utilities,US,mobile_app,0,19.32,3,75.78,1697,0,0,0,TXN111109
166.98,20,0,jewelry,IN,mobile_app,1,32.58,1,72.06,715,0,0,0,TXN111110
78.55,13,6,online_retail,US,mobile_app,0,24.2,1,63.49,694,0,0,0,TXN111111
163.42,15,1,healthcare,US,web_safari,0,62.52,4,93.39,744,0,1,0,TXN111112
326.08,15,4,fuel,US,mobile_app,0,26.51,0,43.62,1002,0,1,0,TXN111113
113.88,16,4,jewelry,BR,atm,1,61.24,2,73.87,2650,0,0,0,TXN111114
142.68,19,4,jewelry,US,web_safari,0,27.78,2,83.55,769,0,1,0,TXN111115
114.1,14,0,fuel,US,atm,0,10.17,3,94.55,2962,0,0,0,TXN111116
55.66,10,1,grocery,US,mobile_app,0,4.74,2,65.79,1189,0,0,0,TXN111117
123.76,11,0,healthcare,US,web_safari,0,3.65,0,44.73,500,0,1,0,TXN111118
133.1,18,0,online_retail,US,pos_terminal,0,33.73,1,57.3,2692,0,0,0,TXN111119
241.41,8,3,electronics,US,web_safari,0,1.47,1,59.47,1182,0,0,0,TXN111120
50.95,23,4,electronics,US,mobile_app,0,18.09,2,94.32,2308,0,1,0,TXN111121
140.36,14,5,jewelry,US,mobile_app,0,0.11,0,41.06,85,0,0,0,TXN111122
78.52,18,6,fuel,US,mobile_app,0,27.66,1,88.2,2800,0,0,0,TXN111123
163.21,19,5,entertainment,US,web_safari,0,7.68,1,72.6,247,0,0,0,TXN111124
20.94,19,1,jewelry,US,web_safari,0,36.95,0,106.19,667,0,0,0,TXN111125
421.86,23,6,jewelry,GB,mobile_app,1,474.79,9,142.59,1776,1,0,1,TXN111126
51.62,19,0,jewelry,GB,web_chrome,1,20.31,4,77.25,543,0,1,0,TXN111127
189.81,14,1,fuel,CA,mobile_app,1,5.08,3,48.63,167,0,1,0,TXN111128
649.3,1,6,online_retail,IN,atm,1,886.82,2,100.51,1418,1,1,1,TXN111129
80.65,18,6,travel,BR,mobile_app,1,0.3,1,66.54,1578,0,0,0,TXN111130
26.92,16,4,fuel,US,mobile_app,0,1.66,0,68.87,2739,0,1,0,TXN111131
33.23,8,4,travel,DE,web_chrome,1,6.85,1,47.19,2119,0,1,0,TXN111132
229.83,11,4,online_retail,IN,web_chrome,1,6.26,0,115.61,326,0,1,0,TXN111133
131.23,7,1,jewelry,US,web_safari,0,38.34,0,97.31,1681,0,0,0,TXN111134
45.77,22,3,electronics,US,mobile_app,0,25.22,1,54.49,614,0,1,0,TXN111135
177.55,9,6,online_retail,US,web_chrome,0,5.54,3,50.98,2050,0,0,0,TXN111136
161.36,16,2,utilities,US,web_chrome,0,14.9,1,47.41,839,0,0,0,TXN111137
65.99,7,5,fuel,FR,web_safari,1,6.87,4,115.94,2284,0,0,0,TXN111138
127.06,22,3,grocery,US,mobile_app,0,16.14,1,95.13,526,0,1,0,TXN111139
81.03,11,0,healthcare,US,pos_terminal,0,0.49,4,24.86,2742,1,1,0,TXN111140
45.48,17,3,jewelry,US,web_chrome,0,49.2,2,44.71,1863,0,1,0,TXN111141
43.16,20,5,entertainment,US,mobile_app,0,1.51,2,65.77,480,0,1,0,TXN111142
50.06,17,4,travel,US,mobile_app,0,6.8,1,63.09,474,0,1,0,TXN111143
23.6,15,6,online_retail,CA,pos_terminal,1,23.17,0,36.45,1000,0,1,0,TXN111144
46.67,14,5,grocery,US,pos_terminal,0,7.77,3,77.83,2865,0,0,0,TXN111145
18.99,6,6,restaurant,US,mobile_app,0,38.35,4,82.28,2330,0,1,0,TXN111146
50.85,20,3,jewelry,DE,web_chrome,1,33.01,2,39.88,2229,1,1,0,TXN111147
127.75,18,1,travel,DE,mobile_app,1,0.65,3,20.68,853,0,0,0,TXN111148
12.1,23,2,fuel,DE,mobile_app,1,42.68,2,117.44,659,0,0,0,TXN111149
17.57,14,4,healthcare,FR,mobile_app,1,28.12,4,73.84,2120,0,1,0,TXN111150
59.01,12,4,entertainment,US,mobile_app,0,43.58,4,89.7,2172,0,1,0,TXN111151
79.6,19,4,healthcare,US,mobile_app,0,42.44,2,68.97,2133,1,0,0,TXN111152
138.8,17,4,entertainment,FR,web_chrome,1,12.87,1,80.99,901,0,0,0,TXN111153
45.24,10,4,online_retail,BR,mobile_app,1,24.41,1,71.98,558,0,0,0,TXN111154
63.84,19,5,healthcare,AU,web_chrome,1,54.25,3,70.16,2882,0,1,0,TXN111155
177.43,19,5,utilities,US,web_safari,0,3.71,2,96.46,363,0,1,0,TXN111156
82.71,10,2,jewelry,US,web_chrome,0,20.62,1,88.15,800,0,0,0,TXN111157
76.5,19,3,online_retail,GB,web_safari,1,14.72,0,38.5,779,0,1,0,TXN111158
74.68,13,1,entertainment,BR,mobile_app,1,35.93,0,49.49,2182,0,0,0,TXN111159
25.61,20,6,travel,US,web_chrome,0,12.58,1,128.32,1871,0,1,0,TXN111160
51.19,12,1,fuel,US,mobile_app,0,8.32,6,111.81,2202,0,1,0,TXN111161
89.61,19,2,restaurant,US,mobile_app,0,21.75,0,108.52,1716,0,0,0,TXN111162
110.4,20,5,fuel,FR,web_chrome,1,6.96,1,62.2,1197,0,0,0,TXN111163
22.13,19,5,entertainment,AU,web_chrome,1,24.16,2,80.83,2629,0,1,0,TXN111164
37.9,14,4,online_retail,FR,mobile_app,1,53.93,2,78.52,1231,0,1,0,TXN111165
180.52,11,3,utilities,GB,web_chrome,1,17.11,1,34.41,2392,0,1,0,TXN111166
50.18,20,5,travel,US,mobile_app,0,18.36,1,78.34,782,0,0,0,TXN111167
205.22,13,5,entertainment,DE,mobile_app,1,0.09,1,121.53,534,0,0,0,TXN111168
14.79,21,2,online_retail,AU,mobile_app,1,15.89,3,92.3,2797,0,1,0,TXN111169
34.88,18,6,travel,DE,atm,1,12.77,1,92.62,2512,1,1,0,TXN111170
126.0,11,2,fuel,US,web_safari,0,20.42,0,99.79,211,0,1,0,TXN111171
108.82,14,6,grocery,FR,mobile_app,1,12.34,0,81.62,32,0,1,0,TXN111172
80.6,11,0,utilities,US,pos_terminal,0,21.55,4,82.72,800,0,1,0,TXN111173
164.83,20,0,entertainment,US,pos_terminal,0,7.83,2,77.78,1471,0,0,0,TXN111174
105.92,18,3,online_retail,US,pos_terminal,0,0.15,3,64.18,1475,0,1,0,TXN111175
35.09,10,3,online_retail,US,web_chrome,0,26.9,4,93.3,648,0,1,0,TXN111176
34.15,11,2,restaurant,FR,mobile_app,1,43.31,1,35.93,361,0,0,0,TXN111177
126.86,17,2,grocery,GB,mobile_app,1,1.8,0,47.03,1303,0,1,0,TXN111178
385.75,11,2,electronics,CA,atm,1,1173.51,4,79.08,1211,1,0,1,TXN111179
21.97,9,3,restaurant,US,atm,0,12.59,2,59.74,1952,0,1,0,TXN111180
97.29,16,3,utilities,US,mobile_app,0,18.01,4,124.72,1076,0,1,0,TXN111181
19.27,12,5,grocery,US,web_chrome,0,37.09,2,111.61,1044,0,1,0,TXN111182
33.17,19,0,jewelry,US,web_chrome,0,41.09,3,72.5,834,0,1,0,TXN111183
101.5,16,0,travel,IN,web_chrome,1,14.15,1,66.72,751,0,1,0,TXN111184
73.85,7,3,electronics,CA,mobile_app,1,33.63,1,43.25,2653,1,1,0,TXN111185
164.41,11,5,electronics,SG,web_chrome,1,5.41,0,109.24,2852,0,1,0,TXN111186
113.08,12,2,grocery,US,web_safari,0,2.61,3,82.46,1003,0,1,0,TXN111187
134.19,7,4,jewelry,US,web_chrome,0,8.17,5,45.83,2159,1,0,0,TXN111188
21.8,14,4,entertainment,FR,web_chrome,1,22.53,0,122.22,2182,0,1,0,TXN111189
95.37,20,3,travel,US,mobile_app,0,0.59,2,89.1,2420,0,1,0,TXN111190
163.64,9,2,utilities,SG,mobile_app,1,42.28,2,41.19,967,0,0,0,TXN111191
75.74,13,6,healthcare,IN,web_chrome,1,0.9,4,75.65,1394,0,1,0,TXN111192
57.03,21,1,electronics,BR,mobile_app,1,9.0,3,102.7,169,0,0,0,TXN111193
22.95,13,6,healthcare,IN,web_safari,1,35.66,1,58.14,883,0,1,0,TXN111194
122.5,9,4,electronics,GB,mobile_app,1,13.17,3,77.79,617,1,1,0,TXN111195
78.52,7,1,fuel,US,mobile_app,0,2.82,2,88.5,2175,0,1,0,TXN111196
22.68,16,3,entertainment,US,web_chrome,0,13.23,0,98.26,2133,0,1,0,TXN111197
193.84,17,1,grocery,AU,mobile_app,1,18.16,3,95.39,1332,0,1,0,TXN111198
959.83,5,1,jewelry,SG,web_chrome,1,489.95,3,89.83,2136,1,0,1,TXN111199
66.89,12,2,travel,US,pos_terminal,0,40.19,2,100.71,47,0,1,0,TXN111200
42.66,5,2,grocery,US,pos_terminal,0,41.6,1,-10.05,1875,0,0,0,TXN111201
12.69,22,2,jewelry,US,mobile_app,0,22.72,2,118.52,832,0,0,0,TXN111202
16.32,17,6,fuel,US,web_chrome,0,6.07,1,77.06,2358,0,0,0,TXN111203
219.72,15,4,utilities,US,web_chrome,0,16.52,1,90.83,2925,0,0,0,TXN111204
28.21,11,2,electronics,DE,web_chrome,1,1.15,4,33.94,2922,0,0,0,TXN111205
160.96,19,6,travel,US,mobile_app,0,23.3,2,31.06,2275,0,1,0,TXN111206
28.13,15,0,fuel,GB,mobile_app,1,1.55,2,64.99,2192,0,0,0,TXN111207
307.42,16,3,electronics,NG,atm,1,868.05,10,40.2,2318,1,1,1,TXN111208
97.63,10,0,healthcare,FR,mobile_app,1,31.69,2,67.26,1227,0,1,0,TXN111209
29.85,21,2,fuel,DE,web_chrome,1,27.56,0,75.12,680,0,1,0,TXN111210
83.22,17,2,electronics,CA,mobile_app,1,3.68,4,53.39,2480,0,0,0,TXN111211
80.8,14,6,fuel,IN,mobile_app,1,9.54,1,84.09,2317,0,1,0,TXN111212
54.67,13,2,electronics,BR,mobile_app,1,29.38,0,121.57,2333,0,0,0,TXN111213
224.16,20,2,restaurant,US,atm,0,18.11,0,86.75,2891,0,1,0,TXN111214
76.7,18,5,entertainment,GB,web_chrome,1,9.47,1,101.34,2495,0,0,0,TXN111215
123.56,18,3,electronics,DE,web_chrome,1,18.93,4,46.57,47,0,1,0,TXN111216
85.57,18,5,online_retail,BR,mobile_app,1,1.23,4,85.24,374,0,0,0,TXN111217
28.47,16,5,healthcare,US,mobile_app,0,25.01,1,66.08,437,0,0,0,TXN111218
100.12,20,1,online_retail,FR,web_chrome,1,33.6,2,103.18,1617,0,0,0,TXN111219
31.22,7,0,healthcare,US,web_chrome,0,30.43,4,88.18,1236,1,0,0,TXN111220
97.65,9,0,fuel,US,web_chrome,0,17.83,2,115.32,2887,0,1,0,TXN111221
60.81,10,3,online_retail,BR,web_chrome,1,37.05,4,88.39,1240,0,0,0,TXN111222
79.48,17,3,restaurant,US,mobile_app,0,33.91,4,144.13,326,0,0,0,TXN111223
77.25,15,5,restaurant,CA,mobile_app,1,16.93,2,83.67,2603,0,1,0,TXN111224
57.15,15,3,jewelry,US,pos_terminal,0,14.21,2,117.08,529,0,1,0,TXN111225
36.57,15,3,healthcare,US,mobile_app,0,4.41,3,111.38,1930,0,1,0,TXN111226
74.61,13,1,entertainment,GB,web_safari,1,15.05,0,147.9,277,0,1,0,TXN111227
20.45,23,3,utilities,FR,web_safari,1,6.29,4,21.01,395,0,1,0,TXN111228
86.93,20,4,online_retail,US,pos_terminal,0,23.82,2,50.9,1897,0,0,0,TXN111229
55.99,18,3,fuel,US,atm,0,14.06,3,108.11,722,0,1,0,TXN111230
21.1,10,3,travel,CA,pos_terminal,1,5.45,1,60.57,744,0,1,0,TXN111231
31.18,18,1,utilities,CA,mobile_app,1,17.68,7,108.94,2890,0,1,0,TXN111232
172.15,15,5,electronics,BR,atm,1,6.79,3,140.44,272,0,1,0,TXN111233
157.91,9,1,online_retail,GB,web_chrome,1,12.54,1,58.3,92,0,1,0,TXN111234
68.97,11,1,restaurant,US,web_safari,0,3.8,3,110.86,1076,1,0,0,TXN111235
68.38,20,1,electronics,US,mobile_app,0,54.6,7,34.07,1544,0,0,0,TXN111236
54.38,22,4,utilities,US,mobile_app,0,40.66,1,62.07,2338,0,1,0,TXN111237
63.65,18,6,restaurant,US,mobile_app,0,20.22,4,91.25,1454,0,1,0,TXN111238
61.77,21,3,jewelry,US,pos_terminal,0,10.72,0,58.96,2169,0,1,0,TXN111239
30.88,15,0,electronics,BR,web_safari,1,26.27,1,30.38,1977,0,1,0,TXN111240
18.98,18,1,electronics,US,mobile_app,0,5.64,2,91.44,2789,0,1,0,TXN111241
85.03,12,1,healthcare,IN,web_chrome,1,0.54,2,62.97,1287,0,1,0,TXN111242
204.6,9,3,electronics,US,web_chrome,0,9.32,4,41.93,2131,1,0,0,TXN111243
95.09,10,2,utilities,US,mobile_app,0,12.87,3,89.1,1486,0,1,0,TXN111244
105.52,22,2,grocery,US,pos_terminal,0,0.7,0,76.13,1127,0,1,0,TXN111245
31.77,10,1,grocery,US,web_chrome,0,20.07,4,73.7,1179,0,1,0,TXN111246
29.65,9,6,restaurant,US,web_chrome,0,26.88,3,74.68,1219,0,0,0,TXN111247
73.07,12,6,electronics,CA,mobile_app,1,48.61,2,110.03,2975,0,1,0,TXN111248
97.53,17,6,electronics,CA,mobile_app,1,17.5,0,90.1,484,0,1,0,TXN111249
59.67,8,1,travel,IN,pos_terminal,1,8.25,0,42.26,2849,0,1,0,TXN111250
200.6,21,5,online_retail,BR,web_safari,1,1076.95,5,102.04,1922,1,1,1,TXN111251
109.97,20,6,restaurant,US,pos_terminal,0,0.76,2,108.67,467,0,1,0,TXN111252
197.94,19,3,entertainment,US,mobile_app,0,24.33,1,123.68,1049,0,1,0,TXN111253
142.76,13,6,entertainment,US,web_chrome,0,1.2,4,94.84,546,0,0,0,TXN111254
139.49,13,3,electronics,US,mobile_app,0,8.3,0,56.97,1996,0,1,0,TXN111255
40.84,15,2,fuel,US,web_safari,0,5.38,2,98.14,262,0,0,0,TXN111256
38.82,18,6,entertainment,US,web_safari,0,33.07,3,49.89,2639,0,1,0,TXN111257
79.34,11,6,utilities,IN,web_chrome,1,15.59,4,108.18,80,0,0,0,TXN111258
142.47,15,3,grocery,BR,web_chrome,1,75.87,2,69.57,929,0,0,0,TXN111259
129.59,13,5,online_retail,IN,atm,1,27.29,3,49.21,2543,0,0,0,TXN111260
278.89,9,6,entertainment,NG,mobile_app,1,13.68,2,95.22,1825,0,1,0,TXN111261
55.73,13,4,electronics,AU,pos_terminal,1,10.42,4,40.25,2527,0,0,0,TXN111262
98.2,19,3,utilities,US,mobile_app,0,1.06,1,58.69,511,0,0,0,TXN111263
170.83,6,4,fuel,CA,mobile_app,1,0.03,1,86.49,40,0,0,0,TXN111264
136.54,12,4,jewelry,US,web_safari,0,19.24,2,117.9,1588,0,1,0,TXN111265
113.94,14,3,healthcare,GB,web_chrome,1,27.81,0,95.13,229,0,1,0,TXN111266
787.02,18,5,online_retail,GB,atm,1,1089.04,8,79.96,1195,0,0,1,TXN111267
159.52,8,2,fuel,US,web_chrome,0,5.77,2,75.16,2513,0,1,0,TXN111268
45.33,17,4,travel,US,web_safari,0,15.95,3,34.81,2594,0,1,0,TXN111269
95.64,12,1,online_retail,CA,mobile_app,1,50.53,1,80.93,928,0,1,0,TXN111270
277.98,6,4,electronics,FR,web_chrome,1,15.64,1,88.18,1866,0,1,0,TXN111271
185.79,17,5,entertainment,US,web_chrome,0,0.6,3,107.66,1706,0,1,0,TXN111272
28.16,7,2,travel,US,mobile_app,0,33.55,6,72.44,2776,0,0,0,TXN111273
84.66,21,5,electronics,US,web_safari,0,6.26,1,51.04,2699,0,0,0,TXN111274
230.78,1,2,grocery,US,pos_terminal,0,3.17,1,60.66,338,0,0,0,TXN111275
84.25,10,1,utilities,GB,atm,1,22.52,0,108.29,2456,0,0,0,TXN111276
107.19,13,3,travel,AU,web_chrome,1,8.85,1,122.41,2804,1,1,0,TXN111277
